1012	envío	SX
1013	Línea de telecomunicaciones en servicio.	T0
1014	mil libras brutas	T1
1015	mil piezas	T3
1016	bolsa de mil	T4
1017	caja de mil	T5
1018	mil galones (US)	T6
1019	mil impresiones	T7
1020	mil pulgadas lineales	T8
1021	décimo pie cúbico	TA
1022	Kiloampere hora (mil amperios hora)	TAH
1023	camion	TC
1024	termia	TD
1025	totalizador	TE
1026	diez metros cuadrados	TF
1027	mil pulgadas cuadradas	TI
1028	mil centímetros cuadrados	TJ
1029	tanque, rectangular	TK
1030	mil pies (lineales)	TL
1031	estaño	TN
1032	tonelada (tonelada métrica)	TNE
1033	paquete de diez	TP
1034	diez pares	TPR
1035	mil pies	TQ
1036	mil metros cúbicos por día	TQD
1037	diez pies cuadrados	TR
1038	trillón (EUR)	TRL
1039	mil pies cuadrados	TS
1040	tonelada de sustancia 90% seca	TSD
1041	tonelada de vapor por hora	TSH
1042	mil metros lineales	TT
1043	tubo	TU
1044	mil kilogramos	TV
1045	mil hojas	TW
1046	tanque, cilíndrico	TY
1047	tratamiento	U1
1048	tableta	U2
1049	torr	UA
1050	Línea de telecomunicaciones en servicio promedio.	UB
1051	puerto de telecomunicaciones	UC
1052	décimo minuto	UD
1053	décima hora	UE
1054	uso por línea de telecomunicación promedio	UF
1055	diez mil yardas	UH
1056	millones de unidades	UM
1057	voltio amperio por kilogramo	VA
1058	frasco	VI
1059	voltio	VLT
1060	abultar	VQ
1061	visitar	VS
1062	kilo mojado	W2
1063	dos semanas	W4
1064	vatio por kilogramo	WA
1065	libra mojada	WB
1066	cable	WCD
1067	tonelada mojada	WE
1068	weber	WEB
1069	semana	WEE
1070	galon de vino	WG
1071	rueda	WH
1072	vatios hora	WHR
1073	peso por pulgada cuadrada	WI
1074	mes de trabajo	WM
1075	envolver	WR
1076	estándar	WSD
1077	vatio	WTT
1078	mililitro de agua	WW
1079	cadena	X1
1080	yarda cuadrada	YDK
1081	Yarda cúbica	YDQ
1082	cien yardas lineales	YL
1083	yarda	YRD
1084	diez yardas	YT
1085	van de elevación	Z1
1086	pecho	Z2
1087	barril	Z3
1088	pipa	Z4
1089	arrastrar	Z5
1090	punto de conferencia	Z6
1091	línea de noticias de ágata	Z8
1092	página	ZP
1093	mutuamente definido	ZZ
